route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][2][1238531423765]/12__I1SA,SOUTH - CAMPUS,1,I1SA,ILLINI 845 315
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][1][1238531381218]/2__I1SA,NORTH - NORTH LINCOLN,0,I1SA,22N 316
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][2][1238531423765]/13__I1SA,SOUTH - CAMPUS,1,I1SA,ILLINI 845 315
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][1][1238531381218]/3__I1SA,NORTH - NORTH LINCOLN,0,I1SA,22N 316
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][2][1238531423765]/14__I1SA,SOUTH - CAMPUS,1,I1SA,ILLINI 845 315
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][1][1238531381218]/4__I1SA,NORTH - NORTH LINCOLN,0,I1SA,22N 316
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][2][1238531423765]/15__I1SA,SOUTH - CAMPUS,1,I1SA,ILLINI 845 315
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][1][1238531381218]/5__I1SA,NORTH - NORTH LINCOLN,0,I1SA,22N 316
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][2][1238531423765]/16__I1SA,SOUTH - CAMPUS,1,I1SA,ILLINI 845 315
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][1][1238531381218]/6__I1SA,NORTH - NORTH LINCOLN,0,I1SA,22N 316
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][2][1238531423765]/17__I1SA,SOUTH - CAMPUS,1,I1SA,ILLINI 845 315
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][1][1238531381218]/7__I1SA,NORTH - NORTH LINCOLN,0,I1SA,22N 316
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][2][1238531423765]/18__I1SA,SOUTH - CAMPUS,1,I1SA,ILLINI 845 315
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][1][1238531381218]/8__I1SA,NORTH - NORTH LINCOLN,0,I1SA,22N 316
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][2][1238531423765]/19__I1SA,SOUTH - CAMPUS,1,I1SA,ILLINI 845 315
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][1][1238531381218]/9__I1SA,NORTH - NORTH LINCOLN,0,I1SA,22N 316
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][2][1238531423765]/20__I1SA,SOUTH - CAMPUS,1,I1SA,ILLINI 845 315
ILLINI LIMITED EVENING,I1SA,[@7.0.41677083@][1][1238531381218]/10__I1SA,NORTH - NORTH LINCOLN,0,I1SA,22N 316
GREEN,GN8 BACKUP,[@14.0.46304650@][4][1262880851062]/3__GN8_BACKUP,WEST - RACE & IOWA,1,GN8 BACKUP,GREEN 2
GREY,GN8 BACKUP,[@35.0.20454167@][4][1158696623706]/0__GN8_BACKUP,WEST - FAIRLAWN & VINE,1,GN8 BACKUP,57
RED,GNX4 MF,[@14.0.56288404@][2][1305744039868]/0__GNX4_MF,U - LINCOLN SQUARE,1,GNX4 MF,[@14.0.56288404@]21
RED,GNX4 MF,[@14.0.56288404@][2][1302787061530]/1__GNX4_MF,U - LINCOLN SQUARE,1,GNX4 MF,RED 7
RED,GNX4 MF,[@14.0.56288404@][1][1302702047921]/0__GNX4_MF,C - ILLINOIS TERMINAL,0,GNX4 MF,RED 3
GOLD,G6MF,[@14.0.51616748@][3][1277756663140]/0__G6MF,EAST - LINCOLN SQUARE ,0,G6MF,GOLD 26
GOLDHOPPER,G6MF,[@7.0.41987615@][3][1246632955750]/29__G6MF,EAST - GOLDHOPPER,0,G6MF,GOLDHOPPER 2
GOLDHOPPER,G6MF,[@7.0.41987615@][4][1246632518062]/0__G6MF,WEST - GOLDHOPPER,1,G6MF,GOLDHOPPER 1
GOLD,G6MF,[@7.0.41203042@][3][1246637852109]/11__G6MF,EAST - RICHARDSON ESTATES,0,G6MF,GOLD 21
GOLD,G6MF,[@7.0.41203042@][4][1246646125718]/1__G6MF,WEST - LOT E-14,1,G6MF,GOLD 553
GOLDHOPPER,G6MF,[@14.0.56289113@][4][1303767496742]/10__G6MF,WEST - GOLDHOPPER,1,G6MF,GOLDHOPPER 1
GOLDHOPPER,G6MF,[@7.0.41987615@][3][1246632955750]/33__G6MF,EAST - GOLDHOPPER,0,G6MF,GOLDHOPPER 2
GOLD,G6MF,[@7.0.41203042@][4][1246652832718]/11__G6MF,WEST - OLD FARM,1,G6MF,GOLD 425
GOLD,G6MF,[@7.0.41203042@][3][1246638986187]/28__G6MF,EAST - EASTERN & PERKINS,0,G6MF,GOLD 14
GOLD,G6MF,[@7.0.41203042@][4][1250795808531]/0__G6MF,WEST - LOT E-14,1,G6MF,GOLD 19
GOLDHOPPER,G6MF,[@14.0.56289113@][4][1303767496742]/14__G6MF,WEST - GOLDHOPPER,1,G6MF,GOLDHOPPER 1
GOLDHOPPER,G6MF,[@7.0.41987615@][3][1246633033359]/39__G6MF,EAST - GOLDHOPPER,0,G6MF,GOLDHOPPER 2
SILVER,G6MF,[@12.0.42199629@][4][1246896833000]/80__G6MF,SOUTH - VET-MED,1,G6MF,SILVER 3
SILVER,G6MF,[@12.0.42199629@][3][1246896590515]/44__G6MF,NORTH - LINCOLN SQUARE,0,G6MF,SILVER 1
SILVER,G6MF,[@12.0.42199629@][4][1246896833000]/82__G6MF,SOUTH - VET-MED,1,G6MF,SILVER 3
SILVER,G6MF,[@12.0.42199629@][3][1246896590515]/46__G6MF,NORTH - LINCOLN SQUARE,0,G6MF,SILVER 1
GOLDHOPPER,G6MF,[@7.0.41987615@][4][1246632595015]/11__G6MF,WEST - GOLDHOPPER,1,G6MF,GOLDHOPPER 1
GOLD,G6MF,[@7.0.41203042@][3][1246639948750]/36__G6MF,EAST - EASTERN & PERKINS,0,G6MF,GOLD 89
GOLD,G6MF,[@7.0.41203042@][4][1246652297343]/3__G6MF,WEST - OLD FARM,1,G6MF,GOLD 16
GOLD,G6MF,[@7.0.41203042@][3][1246644818171]/5__G6MF,EAST - LINCOLN SQUARE ,0,G6MF,GOLD 422
GOLDHOPPER,G6MF,[@14.0.56289113@][3][1303767339853]/8__G6MF,EAST - GOLDHOPPER,0,G6MF,GOLDHOPPER 2
GOLDHOPPER,G6MF,[@7.0.41987615@][4][1246632595015]/15__G6MF,WEST - GOLDHOPPER,1,G6MF,GOLDHOPPER 1
GOLDHOPPER,G6MF,[@7.0.41987615@][3][1246633149015]/51__G6MF,EAST - GOLDHOPPER,0,G6MF,GOLDHOPPER 2
GOLDHOPPER,G6MF,[@7.0.41987615@][4][1246632595015]/18__G6MF,WEST - GOLDHOPPER,1,G6MF,GOLDHOPPER 1
GOLDHOPPER,G6MF,[@7.0.41987615@][3][1246633149015]/54__G6MF,EAST - GOLDHOPPER,0,G6MF,GOLDHOPPER 2
GOLD,G6MF,[@7.0.41203042@][4][1246652832718]/20__G6MF,WEST - OLD FARM,1,G6MF,10WLSG->
GOLD,G6MF,[@7.0.41203042@][3][1246644878453]/9__G6MF,EAST - EASTERN & PERKINS,0,G6MF,[@15.0.63191692@]57
GOLD,G6MF,[@7.0.41203042@][4][1246654120390]/27__G6MF,WEST - OLD FARM,1,G6MF,[@15.0.63191692@]369
GOLD,G6MF,[@7.0.41203042@][3][1246644878453]/12__G6MF,EAST - EASTERN & PERKINS,0,G6MF,GOLD 421
GREEN,5E UHS SHOW,[@15.0.63192321@][3][1344870164901]/0__5E_UHS_SHOW,EAST - SCOTTSWOOD,0,5E UHS SHOW,[@14.0.56288551@]7
GREEN,5E UHS SHOW,[@15.0.63192321@][3][1344870360460]/0__5E_UHS_SHOW,EAST - SCOTTSWOOD,0,5E UHS SHOW,S6 ALT
LIME EVENING,LM2MF,[@15.0.63192294@][10][1343331587213]/0__LM2MF,B - COUNTER-CLOCKWISE,0,LM2MF,[@15.0.60391334@]37
LIME EVENING,LM2MF,[@14.0.57492638@][20][1305142111901]/7__LM2MF,B - WINDSOR & DUNCAN,1,LM2MF,LIME 152
LIME EVENING,LM2MF,[@14.0.57492638@][20][1305142431477]/8__LM2MF,B - WINDSOR & DUNCAN,1,LM2MF,LIME 152
LIME EVENING,LM2MF,[@14.0.57492638@][20][1305142431477]/9__LM2MF,B - WINDSOR & DUNCAN,1,LM2MF,LIME 152
LIME EVENING,LM2MF,[@14.0.57492638@][20][1305142431477]/10__LM2MF,B - WINDSOR & DUNCAN,1,LM2MF,LIME 152
LIME EVENING,LM2MF,[@14.0.57492638@][20][1305142431477]/11__LM2MF,B - WINDSOR & DUNCAN,1,LM2MF,LIME 152
LIME EVENING,LM2MF,[@14.0.57492638@][20][1305142431477]/12__LM2MF,B - WINDSOR & DUNCAN,1,LM2MF,LIME 152
LIME EVENING,LM2MF,[@14.0.57492638@][20][1305142488867]/13__LM2MF,B - WINDSOR & DUNCAN,1,LM2MF,LIME 154
GREY,7W SHOW SCH,[@35.0.26090918@][4][1167410895163]/0__7W_SHOW_SCH,WEST - WILLIAMSBURG & MATTIS,1,7W SHOW SCH,GREY 1425
GREY,7W SHOW SCH,[@36.0.28513000@][4][1175212296052]/66__7W_SHOW_SCH,WEST - WILLIAMSBURG & MATTIS,1,7W SHOW SCH,[@14.0.56289372@]326
NAVY,N1,[@7.0.41873735@][3][1248385976187]/0__N1,EAST - CAMPUS,0,N1,NAVY 48
NAVY,N1,[@7.0.41873735@][3][1243518999406]/4__N1,EAST - CAMPUS,0,N1,NAVY 2
NAVY,N1,[@7.0.41873735@][3][1243518999406]/5__N1,EAST - CAMPUS,0,N1,NAVY 2
NAVY,N1,[@7.0.41873735@][3][1243518999406]/6__N1,EAST - CAMPUS,0,N1,NAVY 2
NAVY,N1,[@7.0.41873735@][3][1243518999406]/7__N1,EAST - CAMPUS,0,N1,NAVY 2
NAVY,N1,[@7.0.41873735@][3][1243518999406]/8__N1,EAST - CAMPUS,0,N1,NAVY 2
NAVY,N1,[@7.0.41873735@][3][1243518999406]/9__N1,EAST - CAMPUS,0,N1,NAVY 2
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334072154663]/44__L2SA,NORTH - WALMART,0,L2SA,L2SATPO
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071343101]/0__L2SA,NORTH - WALMART,0,L2SA,30NIT->BB
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][2][1334072041692]/22__L2SA,SOUTH - ILLINOIS TERMINAL,1,L2SA,30SBB->IT
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071343101]/2__L2SA,NORTH - WALMART,0,L2SA,30NIT->BB
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][2][1334072041692]/24__L2SA,SOUTH - ILLINOIS TERMINAL,1,L2SA,30SBB->IT
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071343101]/4__L2SA,NORTH - WALMART,0,L2SA,30NIT->BB
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][2][1334072041692]/26__L2SA,SOUTH - ILLINOIS TERMINAL,1,L2SA,30SBB->IT
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071381711]/6__L2SA,NORTH - WALMART,0,L2SA,30NIT->BB
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][2][1334072065990]/28__L2SA,SOUTH - ILLINOIS TERMINAL,1,L2SA,30SBB->IT
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071381711]/8__L2SA,NORTH - WALMART,0,L2SA,30NIT->BB
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][2][1334072065990]/30__L2SA,SOUTH - ILLINOIS TERMINAL,1,L2SA,30SBB->IT
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071381711]/10__L2SA,NORTH - WALMART,0,L2SA,30NIT->BB
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][2][1334072065990]/32__L2SA,SOUTH - ILLINOIS TERMINAL,1,L2SA,30SBB->IT
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071381711]/12__L2SA,NORTH - WALMART,0,L2SA,30NIT->BB
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][2][1334072065990]/34__L2SA,SOUTH - ILLINOIS TERMINAL,1,L2SA,30SBB->IT
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071381711]/14__L2SA,NORTH - WALMART,0,L2SA,30NIT->BB
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][2][1334072086256]/36__L2SA,SOUTH - ILLINOIS TERMINAL,1,L2SA,30SBB->IT
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334072474102]/0__L2SA,NORTH - WALMART,0,L2SA,30NIT->BB
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][2][1334072086256]/38__L2SA,SOUTH - ILLINOIS TERMINAL,1,L2SA,30SBB->IT
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071396320]/17__L2SA,NORTH - WALMART,0,L2SA,30NIT->BB
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][2][1334072086256]/40__L2SA,SOUTH - ILLINOIS TERMINAL,1,L2SA,30SBB->IT
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071396320]/19__L2SA,NORTH - WALMART,0,L2SA,30NIT->BB
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][2][1334072086256]/42__L2SA,SOUTH - ILLINOIS TERMINAL,1,L2SA,30SBB->IT
BROWN,G7MF,[@15.0.61662606@][20][1329164548772]/33__G7MF,COUNTRY FAIR,1,G7MF,[@15.0.61662606@]754
BROWN,G7MF,[@15.0.61662606@][20][1329164055653]/0__G7MF,CAMPUS,1,G7MF,[@15.0.61662606@]590
BROWN,G7MF,[@15.0.61662606@][20][1329164093091]/2__G7MF,PARKLAND COLLEGE,1,G7MF,[@15.0.61662606@]690
BROWN,G7MF,[@15.0.61662606@][20][1329164143499]/5__G7MF,PARKLAND COLLEGE,1,G7MF,[@15.0.61662606@]366
GOLDHOPPER,G7MF,[@7.0.41987615@][4][1246632518062]/2__G7MF,WEST - GOLDHOPPER,1,G7MF,GOLDHOPPER 1
GOLD,G7MF,[@7.0.41203042@][3][1246637906609]/12__G7MF,EAST - RICHARDSON ESTATES,0,G7MF,GOLD 21
GOLD,G7MF,[@7.0.41203042@][4][1246646125718]/2__G7MF,WEST - LOT E-14,1,G7MF,GOLD 553
GOLDHOPPER,G7MF,[@14.0.56289113@][4][1303767496742]/11__G7MF,WEST - GOLDHOPPER,1,G7MF,GOLDHOPPER 1
GOLDHOPPER,G7MF,[@7.0.41987615@][3][1246632955750]/34__G7MF,EAST - GOLDHOPPER,0,G7MF,GOLDHOPPER 2
GOLD,G7MF,[@7.0.41203042@][4][1246652832718]/12__G7MF,WEST - OLD FARM,1,G7MF,GOLD 425
GOLD,G7MF,[@7.0.41203042@][3][1246636917359]/6__G7MF,EAST - LINCOLN SQUARE ,0,G7MF,GOLD 161
GOLDHOPPER,G7MF,[@14.0.56289113@][3][1303767339853]/4__G7MF,EAST - GOLDHOPPER,0,G7MF,GOLDHOPPER 2
GOLDHOPPER,G7MF,[@7.0.41987615@][4][1248903846671]/0__G7MF,WEST - GOLDHOPPER,1,G7MF,GOLDHOPPER 1
GOLDHOPPER,G7MF,[@7.0.41987615@][3][1246633033359]/40__G7MF,EAST - GOLDHOPPER,0,G7MF,GOLDHOPPER 2
SILVER,G7MF,[@12.0.42199629@][4][1246905839953]/80__G7MF,SOUTH - PAR,1,G7MF,SILVER 120
SILVER,G7MF,[@12.0.42199629@][3][1246905728609]/13__G7MF,NORTH - LINCOLN SQUARE,0,G7MF,SILVER 2
GOLDHOPPER,G7MF,[@7.0.41987615@][4][1246632595015]/10__G7MF,WEST - GOLDHOPPER,1,G7MF,GOLDHOPPER 1
GOLDHOPPER,G7MF,[@7.0.41987615@][3][1246633033359]/44__G7MF,EAST - GOLDHOPPER,0,G7MF,GOLDHOPPER 2
GOLD,G7MF,[@7.0.41203042@][4][1246652832718]/16__G7MF,WEST - OLD FARM,1,G7MF,10WLSG->
GOLD,G7MF,[@7.0.41203042@][3][1246636917359]/9__G7MF,EAST - LINCOLN SQUARE ,0,G7MF,GOLD 422
GOLDHOPPER,G7MF,[@14.0.56289113@][3][1303767339853]/7__G7MF,EAST - GOLDHOPPER,0,G7MF,GOLDHOPPER 2
GOLDHOPPER,G7MF,[@7.0.41987615@][4][1246632595015]/14__G7MF,WEST - GOLDHOPPER,1,G7MF,GOLDHOPPER 1
GOLDHOPPER,G7MF,[@7.0.41987615@][3][1246633149015]/49__G7MF,EAST - GOLDHOPPER,0,G7MF,GOLDHOPPER 2
GOLDHOPPER,G7MF,[@7.0.41987615@][4][1246632595015]/16__G7MF,WEST - GOLDHOPPER,1,G7MF,GOLDHOPPER 1
GOLDHOPPER,G7MF,[@7.0.41987615@][3][1246633149015]/52__G7MF,EAST - GOLDHOPPER,0,G7MF,GOLDHOPPER 2
GOLD,G7MF,[@7.0.41203042@][4][1246652832718]/19__G7MF,WEST - OLD FARM,1,G7MF,10WLSG->
GOLD,G7MF,[@7.0.41203042@][3][1246644878453]/8__G7MF,EAST - EASTERN & PERKINS,0,G7MF,[@15.0.63191692@]57
GOLD,G7MF,[@7.0.41203042@][4][1246654120390]/26__G7MF,WEST - OLD FARM,1,G7MF,[@15.0.63191692@]369
GOLD,G7MF,[@7.0.41203042@][3][1246644878453]/11__G7MF,EAST - EASTERN & PERKINS,0,G7MF,[@15.0.63191692@]59
BRONZE,GN9 SCH WED,[@15.0.63192037@][3][1344871786999]/0__GN9_SCH_WED,WEST - YANKEE RIDGE,0,GN9 SCH WED,[@15.0.63192037@]12
BRONZE,GN9 SCH WED,[@15.0.63192037@][4][1337953052402]/13__GN9_SCH_WED,WEST - ORCHARD DOWNS,1,GN9 SCH WED,[@15.0.63192037@]8
GREEN,GN9 SCH WED,[@7.0.41200951@][3][1256667719750]/0__GN9_SCH_WED,EAST - SCOTTSWOOD,0,GN9 SCH WED,S6 ALT
GREY,GN9 SCH WED,[@7.0.41202277@][3][1256667844500]/0__GN9_SCH_WED,EAST - UNIVERSITY & ASH,0,GN9 SCH WED,GN4 UMS
GREEN,GN9 SCH WED,[@14.0.46304650@][3][1272038578968]/0__GN9_SCH_WED,EAST - SAVANNAH GREEN,0,GN9 SCH WED,5ECF->SG
GREEN,GN9 SCH WED,5R518__GN9_SCH_WED,WEST - LINCOLN SQUARE,1,GN9 SCH WED,5WPM->LSE ONLY
GREEN,GN5MF,GN5PO__GN5MF,WEST - HOLIDAY PARK,1,GN5MF,GN2PO
GREEN,GN5MF,5GN560__GN5MF,WEST - HOLIDAY PARK,1,GN5MF,5W->740
GREEN,GN5MF,5GN561__GN5MF,WEST - HOLIDAY PARK,1,GN5MF,5W740->
GREEN,GN5MF,5GN562__GN5MF,EAST - WASHINGTON & LIERMAN,0,GN5MF,5E
GREEN,GN5MF,5GN563__GN5MF,WEST - HOLIDAY PARK,1,GN5MF,5W-AM
GREEN,GN5MF,5GN564__GN5MF,EAST - WASHINGTON & LIERMAN,0,GN5MF,5E
GREEN,GN5MF,5GN565__GN5MF,WEST - HOLIDAY PARK,1,GN5MF,5W-AM
GREEN,GN5MF,5GN566__GN5MF,EAST - WASHINGTON & LIERMAN,0,GN5MF,5E
GREEN,GN5MF,5GN567__GN5MF,WEST - HOLIDAY PARK,1,GN5MF,5W-PM
GREEN,GN5MF,5GN568__GN5MF,EAST - WASHINGTON & LIERMAN,0,GN5MF,5E
GREEN,GN5MF,5GN569__GN5MF,WEST - HOLIDAY PARK,1,GN5MF,5W-PM
GREEN,GN5MF,5GN570__GN5MF,EAST - SAVANNAH GREEN,0,GN5MF,5E->SG
GREEN,GN5MF,5GN571__GN5MF,WEST - HOLIDAY PARK,1,GN5MF,5WPM->LSE
GREEN,GN5MF,5GN572__GN5MF,WEST - HOLIDAY PARK,1,GN5MF,5WLSE->
GREEN,GN5MF,[@14.0.46304650@][3][1270562186406]/2__GN5MF,EAST - WASHINGTON & LIERMAN,0,GN5MF,5E
GREEN,GN5MF,5GN575__GN5MF,WEST - HOLIDAY PARK,1,GN5MF,5WPM->LSE
GREEN,GN5MF,5GN576__GN5MF,WEST - HOLIDAY PARK,1,GN5MF,5W-PMLSE->
GREEN,GN5MF,5GN577__GN5MF,EAST - COUNTRY FAIR,0,GN5MF,5ETOCF
GREY,7E SHOW#1 WED,[@15.0.63189236@][3][1344890285490]/0__7E_SHOW#1_WED,EAST - BRADLEY & 5TH,0,7E SHOW#1 WED,1435
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1309549488276]/2__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,[@14.0.57586460@]38
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145045470]/67__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145045470]/68__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145045470]/69__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145045470]/70__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145045470]/71__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145045470]/72__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145045470]/73__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145045470]/74__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145045470]/75__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145045470]/76__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145071180]/77__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145071180]/78__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145071180]/79__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145071180]/80__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145071180]/81__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145071180]/82__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
LIME WEEKEND,LMBSU,[@14.0.57586460@][20][1305145071180]/83__LMBSU,B - WINDSOR & DUNCAN,1,LMBSU,L152
RED,R4MF,[@14.0.56288404@][2][1305666705988]/3__R4MF,U - LINCOLN SQUARE,1,R4MF,[@14.0.56288404@]33
RED,R4MF,[@14.0.56288404@][2][1302877258501]/4__R4MF,U - LINCOLN SQUARE,1,R4MF,RED 9
RED,R4MF,[@14.0.56288404@][1][1302709598751]/2__R4MF,C - MARKET PLACE,0,R4MF,RED 2
RED,R4MF,[@14.0.56288404@][41][1316443607286]/0__R4MF,C - MARKET PLACE - APOLLO,0,R4MF,[@14.0.56288404@]30
RED,R4MF,[@14.0.56288404@][2][1303311406088]/5__R4MF,U - LINCOLN SQUARE,1,R4MF,RED 6
YELLOW,Y6MF,[@14.0.56288722@][2][1305736363466]/0__Y6MF,SOUTH - SAVOY,1,Y6MF,[@14.0.56288722@]35
YELLOW,Y6MF,[@14.0.56288722@][2][1303763161137]/4__Y6MF,SOUTH - SAVOY,1,Y6MF,YELLOW 4
YELLOW,Y6MF,[@14.0.56288722@][1][1303750444036]/8__Y6MF,NORTH - ILLINOIS TERMINAL,0,Y6MF,YELLOW 6
YELLOWHOPPER,Y6MF,[@15.0.63189099@][1][1340890092794]/2__Y6MF,NORTH - ILLINOIS TERMINAL,0,Y6MF,YELLOWHOPPER 23
YELLOW,Y6MF,[@15.0.63189004@][1][1340833422191]/0__Y6MF,NORTH - MEIJER,0,Y6MF,YELLOW 7
YELLOW,Y6MF,[@14.0.56288722@][2][1303763634065]/31__Y6MF,SOUTH - SAVOY,1,Y6MF,YELLOW 14
YELLOW,Y6MF,[@14.0.56288722@][1][1303750444036]/12__Y6MF,NORTH - MEIJER,0,Y6MF,[@15.0.63189004@]23
YELLOW,Y6MF,[@14.0.56288722@][2][1303763673456]/36__Y6MF,SOUTH - SAVOY,1,Y6MF,YELLOW 14
YELLOW,Y6MF,[@15.0.63189004@][1][1340827148626]/3__Y6MF,NORTH - MEIJER,0,Y6MF,[@15.0.63189004@]23
YELLOW,Y6MF,[@15.0.63189004@][2][1340828987634]/10__Y6MF,SOUTH - SAVOY,1,Y6MF,YELLOW 14
YELLOW,Y6MF,[@15.0.63189004@][1][1340827148626]/6__Y6MF,NORTH - MEIJER,0,Y6MF,[@15.0.63189004@]23
YELLOW,Y6MF,[@14.0.56288722@][2][1303763836706]/51__Y6MF,SOUTH - SAVOY,1,Y6MF,YELLOW 13
YELLOW EVENING,Y6MF,[@15.0.63189138@][2][1338410124117]/2__Y6MF,SOUTH - SAVOY,1,Y6MF,[@15.0.63189138@]10
YELLOW EVENING,Y6MF,[@15.0.63189138@][1][1338405367103]/2__Y6MF,NORTH - MEIJER,0,Y6MF,100N
YELLOW EVENING,Y6MF,[@15.0.63189138@][2][1338407799588]/14__Y6MF,SOUTH - SAVOY,1,Y6MF,100S
YELLOW EVENING,Y6MF,[@15.0.63189138@][1][1338405367103]/7__Y6MF,NORTH - MEIJER,0,Y6MF,100N
YELLOW EVENING,Y6MF,[@15.0.63189138@][2][1338409410134]/0__Y6MF,SOUTH - TRANSIT PLAZA,1,Y6MF,100S->PLAZA
GREEN EXPRESS,GNX1MF,[@7.0.38114263@][3][1217274732046]/0__GNX1MF,EAST - FOURTH & GREGORY,0,GNX1MF,GREEN EX 49
GREEN EXPRESS,GNX1MF,1GNX101__GNX1MF,EAST - FOURTH & GREGORY,0,GNX1MF,GREEN EX 1
GREEN EXPRESS,GNX1MF,1GNX102__GNX1MF,EAST - FOURTH & GREGORY,0,GNX1MF,GREEN EX 1
RED,R1MF,[@14.0.56288404@][1][1305666299457]/0__R1MF,C - MARKET PLACE,0,R1MF,[@14.0.56288404@]31
RED,R1MF,[@14.0.56288404@][1][1302644175357]/0__R1MF,C - MARKET PLACE,0,R1MF,RED 2
RED,R1MF,[@14.0.56288404@][41][1316446240536]/1__R1MF,C - ASHLAND PARK - APOLLO,0,R1MF,[@14.0.56288404@]40
RED,R1MF,[@14.0.56288404@][2][1303306853233]/2__R1MF,U - LINCOLN SQUARE,1,R1MF,RED 17
RED,R1MF,[@14.0.56288404@][1][1302710188407]/4__R1MF,C - MARKET PLACE,0,R1MF,RED 2
RED,R1MF,[@14.0.56288404@][2][1302788131164]/4__R1MF,U - LINCOLN SQUARE,1,R1MF,RED 6
RED,R1MF,[@14.0.56288404@][1][1302720941921]/4__R1MF,C - MARKET PLACE,0,R1MF,RED 1
RED,R1MF,[@14.0.56288404@][2][1302789028390]/8__R1MF,U - LINCOLN SQUARE,1,R1MF,RED 6
